id,case_no,time,shift,date,location,type
6939,B13-002308,5:05pm,II,July08,2013, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
6940,B13-002309,7:00pm,II,July08,2013, State Of Alabama, 8530 Madison Blvd Madison, FIREARMS LICENSE REQUIRED
6941,B13-002312,1:53am,III,July09,2013, 100 Block of Abby Ln Madison, DV 3RD-SIMPLE ASSAULT-FAMILY
6942,B13-002313,7:30am,I,July09,2013, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
6943,B13-002315,4:05pm,II,July08,2013, 6000 Block of University Drive Huntsville, POSS. FORGED INSTRUMENT 2ND
6944,B13-002318,9:00am,I,July10,2013, Blue Dolphin, 103 Intercom Dr Madison, BURGLARY-3RD
6945,B13-002318,9:00am,I,I, Blue Dolphin, 103 Intercom Dr Madison, THEFT 2ND DEGREE
6946,B13-002319,1:28pm,I,July10,2013, 100 Block of Shelton Rd Madison, BURGLARY-3RD
6947,B13-002320,5:50pm,II,July10,2013, 100 Block of Shelton Rd, HARASSMENT
6948,B13-002321,9:50pm,II,July10,2013, 100 Block of Royal Dr, DV 2ND AGGRAVATED ASSAULT FAMILY KNIFE
6949,B13-002321,9:50pm,II,II, 100 Block of Royal Dr, DV 3RD-CRIMINAL MISCHIEF 3RD
6950,B13-002322,10:14pm,III,July10,2013, 100 Block of Shelton Rd Madison, HARASSING COMMUNICATIONS
6951,B13-002323,10:30pm,III,July10,2013, 100 Block of Royal Dr Madison, HARASSMENT
6952,B13-002324,10:30pm,III,July10,2013, 100 Block of Royal Dr Madison, DV 3RD-CRIMINAL MISCHIEF 3RD
6953,B13-002325,7:04am,I,July11,2013, 100 Block of Hardiman Place Ln, CRIMINAL MISCHIEF-2ND
6954,B13-002326,7:04am,I,July11,2013, 100 Block of Hardiman Place Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
6955,B13-002326,7:04am,I,I, 100 Block of Hardiman Place Ln, THEFT 2ND DEGREE
6956,B13-002327,7:21am,I,July11,2013, 100 Block of Hardiman Place Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
6957,B13-002327,7:21am,I,I, 100 Block of Hardiman Place Ln, THEFT 3RD DEGREE
6958,B13-002328,10:20am,I,July11,2013, 900 Block of S Interlaken Dr, BURGLARY-2ND
6959,B13-002328,10:20am,I,I, 900 Block of S Interlaken Dr, THEFT 3RD DEGREE
6960,B13-002329,10:50am,I,July11,2013, 100 Block of Park Square Ln Madison, THEFT 2ND DEGREE
6961,B13-002329,10:50am,I,I, 100 Block of Park Square Ln Madison, ILLEGAL POSS/USE CREDIT CARD
6962,B13-002331,3:45pm,II,July11,2013, 400 Block of Lanier Rd, THEFT 2ND DEGREE
6963,B13-002332,3:21pm,II,July11,2013, Publix Store 1185, 12070 County Line Rd, THEFT 3RD DEGREE
6964,B13-002334,5:51pm,II,July11,2013, 7000 Block of Old Madison Pike Madison, THEFT 3RD DEGREE
6965,B13-002336,8:31pm,II,July11,2013, 1000 Block of Nolan Blvd, DV 3RD-HARASSMENT-FAMILY
6966,B13-002337,7:52pm,II,July11,2013, 1000 Block of Nolan Blvd, DV 3RD-HARASSMENT-FAMILY
6967,B09-000034,4:52am,III,January04,2009, 100 Block of Jodi Dr, DOMESTIC VIOLENCE 3RD
6968,B09-000036,1:40pm,I,January04,2009, Murphy Oil Usa, 8600 Madison Blvd, GAS DRIVEOFF
6969,B09-000039,9:04pm,II,January04,2009, 3000 Block of Flag Cir, THEFT 2ND DEGREE
6970,B09-000040,8:00am,I,January05,2009, 7000 Block of Highway 72 W, DOMESTIC VIOLENCE 3RD
6971,B09-000041,8:30am,I,January05,2009, 7000 Block of Highway 72 W, DOMESTIC VIOLENCE 3RD
6972,B09-000043,11:45am,I,January05,2009, 5000 Block of Wall Triana Hwy, THEFT OF LOST PROPERTY-3RD
6973,B09-000045,2:33pm,II,January05,2009, State Of Alabama, 298 Hughes Rd, FORGERY 3RD
6974,B09-000046,4:10pm,II,January05,2009, 300 Block of Hughes Rd, CRIMINAL MISCHIEF-2ND
6975,B09-000048,9:55am,I,January06,2009, Bluestone Inc, 4 Carriage Hill,   BURGLARY-3RD
6976,B09-000048,9:55am,I,I, Bluestone Inc, 4 Carriage Hill,   THEFT 2ND DEGREE
6977,B09-000050,12:05pm,I,January06,2009, 400 Block of Lime Quarry Rd, HARASSING COMMUNICATIONS
6978,B09-000051,1:14pm,I,January06,2009, 8000 Block of Madison Blvd, IDENTITY THEFT 1ST DEGREE
6979,B09-000052,3:27pm,II,January06,2009, Jenkins Brick Company, 8621 Madison Blvd, THEFT 1ST DEGREE
6980,B09-000054,5:33pm,II,January06,2009, 100 Block of Barbara Dr, DOMESTIC VIOLENCE 3RD
6981,B09-000056,10:20pm,III,January07,2009, 200 Block of Patricia Rd, VIOLATION OF PROTECTION OR RESTRAINING ORDER
6982,B09-000059,10:00am,I,January08,2009, 7000 Block of Old Madison Pike, CRIMINAL MISCHIEF-2ND
6983,B09-000060,10:30am,I,January08,2009, 3000 Block of Flag Cir, THEFT 3RD DEGREE
6984,B09-000061,10:30am,I,January08,2009, 3000 Block of Flag Cir, THEFT 3RD DEGREE
6985,B09-000062,4:35am,III,January09,2009, 700 Block of Crestview Dr, OTHER
6986,B09-000063,9:15am,I,January09,2009, 200 Block of Pin Oak Dr, POSS. FORGED    INSTRUMENT    2ND
6987,B09-000065,3:00pm,II,January09,2009, area of Burgreen Road, DUTY TO GIVE INFORMATION TO RENDER AID
6988,B09-000067,4:20pm,II,January09,2009, City Of Madison, 500 Lime Quarry Rd,   CRIMINAL MISCHIEF-3RD
6989,B09-000067,4:20pm,II,II, City Of Madison, 500 Lime Quarry Rd,   CRIMINAL TRESPASS 2ND
6990,B09-000068,6:15pm,II,January09,2009, 100 Block of Crown Pointe Ct, HARASSING COMMUNICATIONS
6991,B09-000070,7:15pm,II,January09,2009, 100 Block of Hartington Dr, HARASSING COMMUNICATIONS
6992,B09-000072,12:23am,III,January10,2009, 800 Block of Browns Ferry Rd, DOMESTIC VIOLENCE 3RD
6993,B09-000074,1:08pm,I,January10,2009, 200 Block of Pin Oak Dr,   BREAKING AND ENTERING A VEHICLE
6994,B09-000074,1:08pm,I,I, 200 Block of Pin Oak Dr,   THEFT 3RD DEGREE
6995,B09-000075,8:47pm,II,January10,2009, 300 Block of Hughes Rd, THEFT 2ND  DEGREE
6996,B09-000076,9:45pm,II,January10,2009, 700 Block of Shelton Rd, DOMESTIC VIOLENCE 3RD
6997,B13-002356,3:25am,III,July13,2013, area of County Line Rd / Production Ave Madison, DUTY TO GIVE INFORMATION TO RENDER AID
6998,B13-002357,8:00am,I,July13,2013, 7000 Block of Old Madison Pike Madison, DV 3RD-MENACING-KNIFE
6999,B13-002358,10:30am,I,July13,2013, 100 Block of Heatherwood Dr, CRIMINAL MISCHIEF-2ND
7000,B13-002361,8:38pm,II,July13,2013, 8000 Block of Madison Blvd, BURGLARY-2ND
7001,B13-002361,8:38pm,II,II, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
7002,B13-002363,11:40pm,III,July13,2013, 1000 Block of Hughes Rd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7003,B13-002363,11:40pm,III,III, 1000 Block of Hughes Rd, THEFT 2ND DEGREE
7004,B13-002364,4:54am,III,July14,2013, State Of Alabama, 128 Eastview Dr, VERIFICATION OF CITIZENSHIP IMMIGRATION
7005,B13-002366,11:00am,I,July14,2013, 100 Block of Heatherwood Dr, HARASSMENT
7006,B13-002367,11:54am,I,July14,2013, 8000 Block of Madison Blvd, CRIMINAL MISCHIEF-3RD
7007,B13-002369,1:45pm,I,July14,2013, 100 Block of Tottenham Way, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7008,B13-002369,1:45pm,I,I, 100 Block of Tottenham Way, THEFT 2ND DEGREE
7009,B13-002370,4:15pm,II,July14,2013, State Of Alabama, 9300 Madison Blvd, VERIFICATION OF CITIZENSHIP IMMIGRATION
7010,B13-002371,4:00pm,II,July14,2013, 100 Block of Michael Av Madison, DV 3RD-HARASSMENT-FAMILY
7011,B13-002373,10:00pm,III,July14,2013, 100 Block of Westscott Dr Madison, THEFT 3RD DEGREE
7012,B13-002374,12:25am,III,July15,2013, 8000 Block of Madison Blvd, BURGLARY-3RD
7013,B13-002374,12:25am,III,III, 8000 Block of Madison Blvd, THEFT 1ST DEGREE
7014,B13-002375,12:43am,III,July15,2013, 5000 Block of Wall Triana Hwy Madison, HARASSMENT
7015,B13-002376,7:50am,I,July15,2013, 100 Block of Liverpool Dr, CRIMINAL MISCHIEF-3RD
7016,B13-002377,11:15am,I,July15,2013, 100 Block of Dusty Trail Madison, DOING BUSINESS WITHOUT LICENSE
7017,B13-002378,1:20pm,I,July15,2013, The Catbird Seat Garden Center, 8027 Madison Blvd, THEFT 3RD DEGREE
7018,B13-002379,1:29pm,I,July15,2013, 100 Block of Brookdel Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7019,B13-002379,1:29pm,I,I, 100 Block of Brookdel Dr, THEFT 2ND DEGREE
7020,B13-002380,2:33pm,II,July15,2013, 9000 Block of Madison Blvd Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7021,B13-002380,2:33pm,II,II, 9000 Block of Madison Blvd Madison, THEFT 1ST DEGREE
7022,B13-002381,5:25pm,II,July15,2013, Kroger Co, 300 Hughes Rd, THEFT 3RD DEGREE
7023,B13-002382,11:30pm,III,July15,2013, 7000 Block of Old Madison Pike Madison, THEFT 2ND DEGREE
7024,B13-002383,3:00pm,II,July16,2013, State Of Alabama, 100 Hughes Rd, ELECTRONIC SOLICITATION OF A CHILD
7025,B13-002385,12:04pm,I,July16,2013, 8000 Block of Highway 72 W, CHEMICAL ENDANGERMENT OF A CHILD
7026,B13-002387,2:17pm,II,July16,2013, Ean Holdings, 9300 Madison Blvd, THEFT 3RD DEGREE
7027,B13-002388,2:56pm,II,July16,2013, 4000 Block of Sullivan St, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7028,B13-002388,2:56pm,II,II, 4000 Block of Sullivan St, THEFT 2ND DEGREE
7029,B13-002389,5:30pm,II,July16,2013, 100 Block of Bluebelle Dr Madison, HARASSMENT
7030,B13-002390,5:30pm,II,July16,2013, 100 Block of Bluebelle Dr Madison, HARASSMENT
7031,B13-002392,8:37pm,II,July16,2013, area of Miller Blvd @ Old Madison Pike Madison, THEFT 1ST DEGREE
7032,B13-002393,9:08pm,II,July16,2013, 600 Block of Larry Cir Madison, ROBBERY-1ST-RESIDENCE-GUN
7033,B13-002394,12:25am,III,July17,2013, 100 Block of Westscott Dr Madison, DEATH INVESTIGATION
7034,B13-002395,4:00am,III,July17,2013, 300 Block of Gillespie Rd Madison, CRIMINAL MISCHIEF-2ND
7035,B13-002395,4:00am,III,III, 300 Block of Gillespie Rd Madison, HARASSING COMMUNICATIONS
7036,B13-002396,4:00am,III,July17,2013, 300 Block of Gillespie Rd, CRIMINAL MISCHIEF-2ND
7037,B13-002397,9:24am,I,July17,2013, 9000 Block of Madison Blvd, ROBBERY-1ST-BANK INSTITUTION-GUN
7038,B13-002398,10:00am,I,July17,2013, 100 Block of Murry Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7039,B13-002398,10:00am,I,I, 100 Block of Murry Dr, THEFT 2ND DEGREE
7040,B13-002399,9:24am,I,July17,2013, 9000 Block of Madison Blvd,   THEFT 1ST DEGREE
7041,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   THEFT 1ST DEGREE
7042,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   THEFT 1ST DEGREE
7043,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   THEFT 1ST DEGREE
7044,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   ROBBERY-1ST-BANK INSTITUTION-GUN
7045,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   ROBBERY-1ST-BANK INSTITUTION-GUN
7046,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   ROBBERY-1ST-BANK INSTITUTION-GUN
7047,B13-002399,9:24am,I,I, 9000 Block of Madison Blvd,   ROBBERY-1ST-BANK INSTITUTION-GUN
7048,B13-002400,3:00pm,II,July17,2013, City Of Madison, 8405 Madison Blvd, RESISTING ARREST
7049,B13-002401,9:24am,I,July17,2013, 9000 Block of Madison Blvd, ROBBERY-1ST-BANK INSTITUTION-GUN
7050,B13-002405,5:00pm,II,July17,2013, 9000 Block of Madison Blvd, THEFT 3RD DEGREE
7051,B13-002405,5:00pm,II,II, 9000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
7052,B13-002406,6:48pm,II,July17,2013, 200 Block of Knotting Pl, BURGLARY-3RD
7053,B13-002406,6:48pm,II,II, 200 Block of Knotting Pl, THEFT 1ST DEGREE
7054,B13-002407,6:44pm,II,July17,2013, 300 Block of Hughes Pond Cir, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7055,B13-002407,6:44pm,II,II, 300 Block of Hughes Pond Cir, THEFT 2ND DEGREE
7056,B13-002408,8:04pm,II,July17,2013, 100 Block of Angela Dr Madison, DV 3RD-HARASSMENT-FAMILY
7057,B13-002409,8:21pm,II,July17,2013, 100 Block of Stargate Dr, CRIMINAL MISCHIEF-3RD
7058,B13-002412,3:53am,III,July18,2013, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
7059,B13-002414,9:10am,I,July18,2013, 400 Block of Celtic Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7060,B13-002414,9:10am,I,I, 400 Block of Celtic Dr, THEFT 2ND DEGREE
7061,B13-002415,2:23pm,II,July18,2013, 100 Block of Murry Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7062,B13-002415,2:23pm,II,II, 100 Block of Murry Dr, THEFT 2ND DEGREE
7063,B13-002416,5:03pm,II,July18,2013, 4000 Block of Wall Triana Hwy, THEFT 2ND DEGREE
7064,B13-002418,9:50pm,II,July18,2013, 2000 Block of Flagstone Dr, BURGLARY-3RD
7065,B13-002418,9:50pm,II,II, 2000 Block of Flagstone Dr, THEFT 3RD DEGREE
7066,B13-009999,11:15am,I,July19,2013, area of, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7067,B13-009999,11:15am,I,I, area of, THEFT 3RD DEGREE
7068,B13-002431,7:42am,I,July20,2013, 100 Block of Long Bow Dr, CRIMINAL MISCHIEF-3RD
7069,B13-002432,9:30am,I,July20,2013, 100 Block of Oak Brook Cir, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7070,B13-002432,9:30am,I,I, 100 Block of Oak Brook Cir, THEFT 2ND DEGREE
7071,B13-002433,9:45am,I,July20,2013, 100 Block of Autumn Wind Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7072,B13-002434,9:50am,I,July20,2013, 100 Block of Oak Brook Cir, BURGLARY-2ND
7073,B13-002434,9:50am,I,I, 100 Block of Oak Brook Cir, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7074,B13-002434,9:50am,I,I, 100 Block of Oak Brook Cir, THEFT 2ND DEGREE
7075,B13-002436,4:41pm,II,July20,2013, 100 Block of Hardiman Place Madison, DUTY UPON STRIKING UNATTENDED VEHICLE
7076,B13-002437,7:04pm,II,July20,2013, Liberty Square Homeowners Association, Liberty Square, CRIMINAL MISCHIEF-2ND
7077,B13-002438,7:00pm,II,July20,2013, 600 Block of Crestview Dr, BURGLARY-3RD
7078,B13-002440,9:15pm,II,July20,2013, Tenders, 101 Intercom Dr,   THEFT 2ND DEGREE
7079,B13-002440,9:15pm,II,II, Tenders, 101 Intercom Dr,   THEFT 2ND DEGREE
7080,B13-002440,9:15pm,II,II, Tenders, 101 Intercom Dr,   THEFT 2ND DEGREE
7081,B13-002440,9:15pm,II,II, Tenders, 101 Intercom Dr,   ROBBERY-1ST-BUSINESS-GUN
7082,B13-002440,9:15pm,II,II, Tenders, 101 Intercom Dr,   ROBBERY-1ST-BUSINESS-GUN
7083,B13-002440,9:15pm,II,II, Tenders, 101 Intercom Dr,   ROBBERY-1ST-BUSINESS-GUN
7084,B13-002444,12:38am,III,July21,2013, City Of Madison, 7467 Highway 72 W, MINIMUM AGE PURCHASE, CONSUME, POSSESS, TRANSPORT ALCOHOL
7085,B13-002445,2:04am,III,July21,2013, City Of Madison, 111 Michael Ave Madison, GIVING FALSE NAME OR ADDRESS TO LAW ENFORCEMENT OFFICER
7086,B13-002446,6:50am,I,July21,2013, 100 Block of Maplebrook Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7087,B13-002446,6:50am,I,I, 100 Block of Maplebrook Dr, THEFT 2ND DEGREE
7088,B13-002447,5:30am,III,July21,2013, 100 Block of Golden Ash Ct, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7089,B13-002447,5:30am,III,III, 100 Block of Golden Ash Ct, THEFT 2ND DEGREE
7090,B13-002448,6:00am,I,July21,2013, 100 Block of Golden Ash Ct, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7091,B13-002450,11:52am,I,July21,2013, 100 Block of Royal Dr, BURGLARY-3RD
7092,B13-002451,12:20pm,I,July21,2013, 100 Block of Hardiman Place Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7093,B13-002451,12:20pm,I,I, 100 Block of Hardiman Place Ln, THEFT 2ND DEGREE
7094,B13-002452,1:25pm,I,July21,2013, 8000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
7095,B13-002453,2:40pm,II,July21,2013, 600 Block of Crestview Dr, BURGLARY-3RD
7096,B13-002453,2:40pm,II,II, 600 Block of Crestview Dr, THEFT 1ST DEGREE
7097,B13-002454,5:08pm,II,July21,2013, 8000 Block of Old Madison Pike, THEFT 3RD DEGREE
7098,B13-002455,7:47pm,II,July21,2013, Star Market, 7950 Highway 72 W, THEFT 1ST DEGREE
7099,B13-002457,9:35pm,II,July21,2013, 100 Block of Bay Pointe Ln, DV 3RD-CRIMINAL MISCHIEF 3RD
7100,B13-002460,8:20am,I,July22,2013, 8000 Block of Madison Blvd Madison, UNAUTHORIZED USE OF AUTO
7101,B13-002462,11:15am,I,July22,2013, Alliance Hr, 9076 Madison Blvd Madison, FORGERY 2ND
7102,B13-002463,12:00pm,I,July22,2013, 2000 Block of Flagstone Dr Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7103,B13-002463,12:00pm,I,I, 2000 Block of Flagstone Dr Madison, THEFT 2ND DEGREE
7104,B13-002464,1:41pm,I,July22,2013, Animal Trax, 100 Church St, THEFT 3RD DEGREE
7105,B13-002465,9:00am,I,July22,2013, City Of Madison, Mayfair Ct @ Glen Ives Way Madison, MAKING FALSE REPORT TO LAW ENFORCEMENT OFFICER
7106,B13-002466,2:20pm,II,July22,2013, 900 Block of High St, CRIMINAL TRESPASS
7107,B13-002466,2:20pm,II,II, 900 Block of High St, CRIMINAL MISCHIEF-3RD
7108,B13-002467,2:26pm,II,July22,2013, Ez Stop #4, 5191 Wall Triana Hwy, POSS. FORGED INSTRUMENT 2ND
7109,B13-002467,2:26pm,II,II, Ez Stop #4, 5191 Wall Triana Hwy, THEFT 3RD DEGREE
7110,B13-002468,2:39pm,II,July22,2013, 100 Block of Barrister Pl Madison, IDENTITY THEFT
7111,B13-002469,2:26pm,II,July22,2013, Ez Stop #4, 5191 Wall Triana Hwy, POSS. FORGED INSTRUMENT 2ND
7112,B13-002469,2:26pm,II,II, Ez Stop #4, 5191 Wall Triana Hwy, THEFT 3RD DEGREE
7113,B13-002470,2:26pm,II,July22,2013, Ez Stop #4, 5191 Wall Triana Hwy, POSS. FORGED INSTRUMENT 2ND
7114,B13-002470,2:26pm,II,II, Ez Stop #4, 5191 Wall Triana Hwy, THEFT 3RD DEGREE
7115,B13-002471,10:30pm,III,July22,2013, Steak Out, 23 Shelton Rd Ste A Madison, POSS. FORGED INSTRUMENT 1ST
7116,B13-002473,5:56pm,II,July22,2013, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
7117,B13-002474,6:50pm,II,July22,2013, 100 Block of Kawana Ct Madison, MENACING-DOMESTIC VIOLENCE
7118,B13-002477,12:00pm,I,July23,2013, area of Slaughter Rd @ Old Madison Pike Madison, THEFT 2ND DEGREE
7119,B13-002478,12:30pm,I,July23,2013, 8000 Block of Highway 72 W, HARASSMENT
7120,B13-002479,2:13pm,II,July23,2013, 100 Block of Royal Dr Madison, BURGLARY-3RD
7121,B13-002479,2:13pm,II,II, 100 Block of Royal Dr Madison, HARASSMENT
7122,B13-002480,2:13pm,II,July23,2013, State Of Alabama, 162 Royal Dr, CONTRIBUTING-DELINQUENT-MINOR
7123,B13-002481,3:30pm,II,July23,2013, area of, THEFT 3RD DEGREE
7124,B13-002481,3:30pm,II,II, area of, ILLEGAL POSS/USE CREDIT CARD
7125,B13-002482,3:30pm,II,July23,2013, 9000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
7126,B13-002482,3:30pm,II,II, 9000 Block of Madison Blvd, THEFT 3RD DEGREE
7127,B13-002483,3:30pm,II,July23,2013, 5000 Block of Wall Triana Hwy Madison, ILLEGAL POSS/USE CREDIT CARD
7128,B13-002483,3:30pm,II,II, 5000 Block of Wall Triana Hwy Madison, THEFT 3RD DEGREE
7129,B13-002484,4:50pm,II,July23,2013, Heritage Provence Hoa, 303 Old Overton Dr Madison, CRIMINAL MISCHIEF-2ND
7130,B13-002484,4:50pm,II,II, Heritage Provence Hoa, 303 Old Overton Dr Madison, CRIMINAL TRESPASS 2ND
7131,B13-002485,6:45pm,II,July23,2013, 100 Block of Grantham Cir, HARASSING COMMUNICATIONS
7132,B13-002486,8:51pm,II,July23,2013, 100 Block of Joe Phillips Rd, THEFT 2ND DEGREE
7133,B13-002486,8:51pm,II,II, 100 Block of Joe Phillips Rd, ILLEGAL POSS/USE CREDIT CARD
7134,B13-002490,3:15am,III,July24,2013, City Of Madison, 8207 Hwy 72 W Madison, ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER
7135,B13-002491,5:35am,III,July24,2013, 100 Block of Manningham Dr Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7136,B13-002492,7:24am,I,July24,2013, 100 Block of Manningham Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7137,B13-002492,7:24am,I,I, 100 Block of Manningham Dr, THEFT 2ND DEGREE
7138,B13-002494,9:20am,I,July24,2013, 200 Block of Horseshoe Bend N, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7139,B13-002494,9:20am,I,I, 200 Block of Horseshoe Bend N, THEFT 2ND DEGREE
7140,B13-002496,12:00pm,I,July24,2013, 100 Block of Cavendish Cir, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7141,B13-002497,11:00am,I,July24,2013, 400 Block of Brentwood Dr, THEFT 1ST DEGREE
7142,B13-002498,1:05pm,I,July24,2013, 9000 Block of Madison Blvd, THEFT 2ND DEGREE
7143,B13-002498,1:05pm,I,I, 9000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
7144,B13-002500,8:16pm,II,July24,2013, 100 Block of Royal Dr, HARASSMENT
7145,B13-002505,3:00am,III,July25,2013, 100 Block of Antique Rose Dr, UNAUTHORIZED USE OF AUTO
7146,B13-002507,7:25am,I,July25,2013, 10000 Block of County Line Rd, THEFT 3RD DEGREE
7147,B13-002508,11:10am,I,July25,2013, 7000 Block of Highway 72 W Madison, POSS. FORGED INSTRUMENT 2ND
7148,B13-002508,11:10am,I,I, 7000 Block of Highway 72 W Madison, THEFT 3RD DEGREE
7149,B13-002510,11:30am,I,July25,2013, 1000 Block of Nolan Blvd Madison, HARASSMENT
7150,B13-002513,4:30pm,II,July25,2013, 200 Block of Stoneway Tr, THEFT 1ST DEGREE
7151,B13-002514,5:29pm,II,July25,2013, State Of Alabama, 5191 Wall Triana Hwy, VERIFICATION OF CITIZENSHIP IMMIGRATION
7152,B13-002515,6:40pm,II,July25,2013, Walgreens, 7813 Highway 72 W, THEFT 3RD DEGREE
7153,B13-002518,10:56pm,III,July25,2013, 100 Block of Shelton Rd Madison, THEFT 2ND DEGREE
7154,B13-002529,2:50am,III,July27,2013, 100 Block of Bridgeway Ln Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7155,B13-002530,1:27am,III,July27,2013, 100 Block of Bridgeway Ln Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7156,B13-002531,2:40am,III,July27,2013, 200 Block of Bridgeway Cir Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7157,B13-002531,2:40am,III,III, 200 Block of Bridgeway Cir Madison, THEFT 2ND DEGREE
7158,B13-002532,3:01am,III,July27,2013, 300 Block of Bradford Farms Dr Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7159,B13-002533,3:45am,III,July27,2013, 100 Block of Shelton Rd, CRIMINAL MISCHIEF-3RD
7160,B13-002535,12:45pm,I,July27,2013, 8000 Block of Highway 72 W, DV 3RD-HARASSMENT-FAMILY
7161,B13-002536,3:15pm,II,July27,2013, J Mart, 8006 Old Madison Pike, GAS DRIVEOFF
7162,B13-002537,4:38pm,II,July27,2013, 600 Block of Hughes Rd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7163,B13-002537,4:38pm,II,II, 600 Block of Hughes Rd, THEFT 2ND DEGREE
7164,B13-002538,5:26pm,II,July27,2013, Import Wrecker, 300 Glenwood Dr, CRIMINAL MISCHIEF-3RD
7165,B13-002541,6:40pm,II,July27,2013, 300 Block of Autumn Ln, HARASSMENT
7166,B13-002542,7:07pm,II,July27,2013, 8000 Block of Old Madison Pike, THEFT 2ND DEGREE
7167,B13-002544,10:28pm,III,July27,2013, 300 Block of Autumn Ln, DV 3RD-HARASSMENT-FAMILY
7168,B13-002545,10:47pm,III,July27,2013, 200 Block of Shamrock Dr, DV 3RD-HARASSMENT-FAMILY
7169,B13-002547,5:05am,III,July28,2013, 300 Block of Glenwood Dr, CRIMINAL MISCHIEF-2ND
7170,B13-002547,5:05am,III,III, 300 Block of Glenwood Dr, THEFT 3RD DEGREE
7171,B13-002548,5:05am,III,July28,2013, 300 Block of Glenwood Dr, ARSON-2ND
7172,B13-002548,5:05am,III,III, 300 Block of Glenwood Dr, DV 2ND -CRIMINAL MISCHIEF 1ST
7173,B13-002549,9:15am,I,July28,2013, 900 Block of S Interlaken Dr, CRIMINAL TAMPERING 2ND
7174,B13-002550,3:15pm,II,July28,2013, 100 Block of Mountain View Ln, THEFT 3RD DEGREE
7175,B13-002550,3:15pm,II,II, 100 Block of Mountain View Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7176,B13-002553,5:25pm,II,July28,2013, 7000 Block of Hwy 72 Madison, DUTY TO GIVE INFORMATION TO RENDER AID
7177,B13-002556,9:30am,I,July29,2013, 100 Block of Leathertree Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7178,B13-002556,9:30am,I,I, 100 Block of Leathertree Ln, THEFT 3RD DEGREE
7179,B13-002557,11:00am,I,July29,2013, 100 Block of Royal Dr Madison, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7180,B13-002558,11:00am,I,July29,2013, 1000 Block of Cardinal Av, UNLAWFUL BREAKING AND ENTERING A VEHICLE
7181,B13-002558,11:00am,I,I, 1000 Block of Cardinal Av, THEFT 2ND DEGREE
